Time,Day of Week,Sound,Vol,Method,Doing,Source
6:00:00 PM,Saturday,,,,,
6:15:00 PM,Saturday,,,,,
6:30:00 PM,Saturday,,,,,
6:45:00 PM,Saturday,,,,,
7:00:00 PM,Saturday,,,,,
7:15:00 PM,Saturday,,,,,
7:30:00 PM,Saturday,,,,,
7:45:00 PM,Saturday,,,,,
8:00:00 PM,Saturday,,,,,
8:15:00 PM,Saturday,,,,,
8:30:00 PM,Saturday,,,,,
8:45:00 PM,Saturday,,,,,
9:00:00 PM,Saturday,,,,,
9:15:00 PM,Saturday,,,,,
9:30:00 PM,Saturday,,,,,
9:45:00 PM,Saturday,,,,,
10:00:00 PM,Saturday,,,,,
10:15:00 PM,Saturday,,,,,
10:30:00 PM,Saturday,,,,,
10:45:00 PM,Saturday,,,,,
11:00:00 PM,Saturday,,,,,
11:15:00 PM,Saturday,,,,,
11:30:00 PM,Saturday,,,,,
11:45:00 PM,Saturday,,,,,
12:00:00 AM,Sunday,,,,,
12:15:00 AM,Sunday,,,,,
12:30:00 AM,Sunday,,,,,
12:45:00 AM,Sunday,,,,,
1:00:00 AM,Sunday,,,,,
1:15:00 AM,Sunday,,,,,
1:30:00 AM,Sunday,,,,,
1:45:00 AM,Sunday,,,,,
2:00:00 AM,Sunday,,,,,
2:15:00 AM,Sunday,,,,,
2:30:00 AM,Sunday,,,,,
2:45:00 AM,Sunday,,,,,
3:00:00 AM,Sunday,,,,,
3:15:00 AM,Sunday,,,,,
3:30:00 AM,Sunday,,,,,
3:45:00 AM,Sunday,,,,,
4:00:00 AM,Sunday,,,,,
4:15:00 AM,Sunday,,,,,
4:30:00 AM,Sunday,,,,,
4:45:00 AM,Sunday,,,,,
5:00:00 AM,Sunday,,,,,
5:15:00 AM,Sunday,,,,,
5:30:00 AM,Sunday,,,,,
5:45:00 AM,Sunday,,,,,
6:00:00 AM,Sunday,,,,,
6:15:00 AM,Sunday,,,,,
6:30:00 AM,Sunday,,,,,
6:45:00 AM,Sunday,,,,,
7:00:00 AM,Sunday,,,,,
7:15:00 AM,Sunday,,,,,
7:30:00 AM,Sunday,,,,,
7:45:00 AM,Sunday,,,,,
8:00:00 AM,Sunday,,,,,
8:15:00 AM,Sunday,,,,,
8:30:00 AM,Sunday,Youtube,1,Out Loud,Watching,https://www.youtube.com/watch?v=yQmo3Z_xSlM
8:45:00 AM,Sunday,Youtube,1,Out Loud,Watching,https://www.youtube.com/watch?v=yQmo3Z_xSlM
9:00:00 AM,Sunday,,,,,
9:15:00 AM,Sunday,,,,,
9:30:00 AM,Sunday,,,,,
9:45:00 AM,Sunday,,,,,
10:00:00 AM,Sunday,,,,,
10:15:00 AM,Sunday,,,,,
10:30:00 AM,Sunday,,,,,
10:45:00 AM,Sunday,,,,,
11:00:00 AM,Sunday,,,,,
11:15:00 AM,Sunday,,,,,
11:30:00 AM,Sunday,,,,,
11:45:00 AM,Sunday,,,,,
12:00:00 PM,Sunday,,,,,
12:15:00 PM,Sunday,,,,,
12:30:00 PM,Sunday,,,,,
12:45:00 PM,Sunday,,,,,
1:00:00 PM,Sunday,,,,,
1:15:00 PM,Sunday,,,,,
1:30:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
1:45:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
2:00:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
2:15:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
2:30:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
2:45:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
3:00:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
3:15:00 PM,Sunday,TV/Film,2,Out Loud,Knitting,https://www.youtube.com/watch?v=y-cqqAJIXhs
3:30:00 PM,Sunday,,,,,
3:45:00 PM,Sunday,,,,,
4:00:00 PM,Sunday,Music,5,Out Loud,Driving,https://open.Music.com/playlist/7I0I8oe55z1gRC91VVOWBU?si=84092a4b3a64428b
4:15:00 PM,Sunday,Music,5,Out Loud,Driving,https://open.Music.com/playlist/7I0I8oe55z1gRC91VVOWBU?si=84092a4b3a64428b
4:30:00 PM,Sunday,Music,5,Out Loud,Driving,https://open.Music.com/playlist/7I0I8oe55z1gRC91VVOWBU?si=84092a4b3a64428b
4:45:00 PM,Sunday,Music,5,Out Loud,Driving,https://open.Music.com/playlist/7I0I8oe55z1gRC91VVOWBU?si=84092a4b3a64428b
5:00:00 PM,Sunday,Music,5,Out Loud,Driving,https://open.Music.com/playlist/7I0I8oe55z1gRC91VVOWBU?si=84092a4b3a64428b
5:15:00 PM,Sunday,Music,5,Out Loud,Driving,https://open.Music.com/playlist/7I0I8oe55z1gRC91VVOWBU?si=84092a4b3a64428b
5:30:00 PM,Sunday,,,,,
5:45:00 PM,Sunday,,,,,
6:00:00 PM,Sunday,,,,,
6:15:00 PM,Sunday,,,,,
6:30:00 PM,Sunday,,,,,
6:45:00 PM,Sunday,,,,,
7:00:00 PM,Sunday,,,,,
7:15:00 PM,Sunday,,,,,
7:30:00 PM,Sunday,,,,,
7:45:00 PM,Sunday,,,,,
8:00:00 PM,Sunday,,,,,
8:15:00 PM,Sunday,Music,3,Out loud,Working,https://open.spotify.com/playlist/7K0OTxeAkaZvwL5cuBQya8?si=a8538493032748e8
8:30:00 PM,Sunday,Music,3,Out loud,Working,https://open.spotify.com/playlist/7K0OTxeAkaZvwL5cuBQya8?si=a8538493032748e8
8:45:00 PM,Sunday,Music,3,Out loud,Working,https://open.spotify.com/playlist/7K0OTxeAkaZvwL5cuBQya8?si=a8538493032748e8
9:00:00 PM,Sunday,Music,3,Out loud,Working,https://open.spotify.com/playlist/7K0OTxeAkaZvwL5cuBQya8?si=a8538493032748e8
9:15:00 PM,Sunday,Music,3,Out loud,Working,https://open.spotify.com/playlist/7K0OTxeAkaZvwL5cuBQya8?si=a8538493032748e8
9:30:00 PM,Sunday,Music,3,Out loud,Working,https://open.spotify.com/playlist/7K0OTxeAkaZvwL5cuBQya8?si=a8538493032748e9
9:45:00 PM,Sunday,,,,,
10:00:00 PM,Sunday,,,,,
10:15:00 PM,Sunday,,,,,
10:30:00 PM,Sunday,,,,,
10:45:00 PM,Sunday,TV,5,Out loud,Watching,https://www.youtube.com/watch?v=y-cqqAJIXhs
11:00:00 PM,Sunday,TV,5,Out loud,Watching,https://www.youtube.com/watch?v=y-cqqAJIXhs
11:15:00 PM,Sunday,TV,5,Out loud,Watching,https://www.youtube.com/watch?v=y-cqqAJIXhs
11:30:00 PM,Sunday,,,,,
11:45:00 PM,Sunday,,,,,
